BIC_Code,BIC_Description,ANZSIC_Code,ANZSIC_Description
C249910,General engineering,2499,Other Machinery and Equipment Manufacturing n.e.c.
C249920,Industrial machinery and equipment manufacturing nec,2499,Other Machinery and Equipment Manufacturing n.e.c.
C249930,Vending machine manufacturing - except refrigerated,2499,Other Machinery and Equipment Manufacturing n.e.c.
C249940,Water treatment equipment manufacturing - except household,2499,Other Machinery and Equipment Manufacturing n.e.c.
C249950,Weighing machinery manufacturing,2499,Other Machinery and Equipment Manufacturing n.e.c.
C251110,Antique wooden furniture manufacturing,2511,Wooden Furniture and Upholstered Seat Manufacturing
C251120,Bed manufacturing nec,2511,Wooden Furniture and Upholstered Seat Manufacturing
C251130,"Cabinet making, joinery - furniture",2511,Wooden Furniture and Upholstered Seat Manufacturing
C251140,"Carpentry, joinery - furniture",2511,Wooden Furniture and Upholstered Seat Manufacturing
C251150,Kitchen furniture manufacturing - wooden,2511,Wooden Furniture and Upholstered Seat Manufacturing
C251155,"Stage scenery, props and furniture manufacturing - wooden",2511,Wooden Furniture and Upholstered Seat Manufacturing
C251160,Upholstered furniture manufacturing,2511,Wooden Furniture and Upholstered Seat Manufacturing
C251170,Wooden furniture manufacturing,2511,Wooden Furniture and Upholstered Seat Manufacturing
C251210,Furniture manufacturing - sheet metal,2512,Metal Furniture Manufacturing
C251215,Metal furniture manufacturing nec,2512,Metal Furniture Manufacturing
C251220,Office furniture manufacturing - sheet metal,2512,Metal Furniture Manufacturing
C251225,"Stage scenery, props and furniture manufacturing - sheet metal",2512,Metal Furniture Manufacturing
C251310,Bed base manufacturing - upholstered,2513,Mattress Manufacturing
C251320,Mattress manufacturing - except rubber,2513,Mattress Manufacturing
C251910,Cane product manufacturing,2519,Other Furniture Manufacturing
C251920,Furniture manufacturing nec,2519,Other Furniture Manufacturing
C251930,Furniture part manufacturing - except sheet metal,2519,Other Furniture Manufacturing
C251940,"Stage scenery, props and furniture manufacturing nec",2519,Other Furniture Manufacturing
C259110,Badge manufacturing - metal,2591,Jewellery and Silverware Manufacturing
C259120,Gem cutting,2591,Jewellery and Silverware Manufacturing
C259130,Gold smithing,2591,Jewellery and Silverware Manufacturing
C259140,Jewellery manufacturing,2591,Jewellery and Silverware Manufacturing
C259150,Lapidary work,2591,Jewellery and Silverware Manufacturing
C259160,Medal manufacturing,2591,Jewellery and Silverware Manufacturing
C259170,Silverware manufacturing,2591,Jewellery and Silverware Manufacturing
C259210,Billiard table manufacturing,2592,"Toy, Sporting and Recreational Product Manufacturing"
C259220,Hang glider manufacturing,2592,"Toy, Sporting and Recreational Product Manufacturing"
C259225,Recreational product manufacturing nec,2592,"Toy, Sporting and Recreational Product Manufacturing"
C259230,Sailboard manufacturing,2592,"Toy, Sporting and Recreational Product Manufacturing"
C259240,Skateboard manufacturing,2592,"Toy, Sporting and Recreational Product Manufacturing"
C259250,Skin diving equipment manufacturing,2592,"Toy, Sporting and Recreational Product Manufacturing"
C259260,Sports goods manufacturing nec,2592,"Toy, Sporting and Recreational Product Manufacturing"
C259270,Surfboard manufacturing,2592,"Toy, Sporting and Recreational Product Manufacturing"
C259280,Toy manufacturing,2592,"Toy, Sporting and Recreational Product Manufacturing"
C259905,Broom and brush manufacturing,2599,Other Manufacturing n.e.c.
C259907,Manufacturing nec,2599,Other Manufacturing n.e.c.
C259910,Musical instrument manufacturing,2599,Other Manufacturing n.e.c.
C259915,Painting of manufactured wooden product,2599,Other Manufacturing n.e.c.
C259920,Pen manufacturing,2599,Other Manufacturing n.e.c.
C259925,Pencil manufacturing,2599,Other Manufacturing n.e.c.
C259930,Rubber stamp manufacturing,2599,Other Manufacturing n.e.c.
C259935,Stamp pad manufacturing,2599,Other Manufacturing n.e.c.
C259940,Taxidermist,2599,Other Manufacturing n.e.c.
C259945,Toilet building manufacturing - portable,2599,Other Manufacturing n.e.c.
C259950,Umbrella manufacturing,2599,Other Manufacturing n.e.c.
C259955,Wig manufacturing,2599,Other Manufacturing n.e.c.
D261110,Fossil fuel electricity generation,2611,Fossil Fuel Electricity Generation
D261210,Hydro-electricity generation,2612,Hydro-Electricity Generation
D261910,Electricity generation nec,2619,Other Electricity Generation
D262010,Electricity transmission (national grid),2620,Electricity Transmission
D263010,Electricity line system operation,2630,Electricity Distribution
D263020,Electricity line system operation (excluding maintenance and construction),2630,Electricity Distribution
D264010,Electricity energy sales operation,2640,On Selling Electricity and Electricity Market Operation
D264020,Electricity market operation,2640,On Selling Electricity and Electricity Market Operation
D270010,Fuel gas distribution - through mains system,2700,Gas Supply
D270020,"Gas, natural, distribution - through mains system",2700,Gas Supply
D281110,Pumping station operation - water supply,2811,Water Supply
D281120,Water supply system operation,2811,Water Supply
D281130,"Water, sewerage or gas utility operation (excluding plant operation, maintenance and construction)",2811,Water Supply
D281210,Drainage system operation (town or stormwater),2812,Sewerage and Drainage Services
D281220,Pumping station operation - sewerage,2812,Sewerage and Drainage Services
D281230,Sewerage system operation,2812,Sewerage and Drainage Services
D291105,Bin hiring and waste collection service nec,2911,Solid Waste Collection Services
D291110,Garbage collection service,2911,Solid Waste Collection Services
D291120,Industrial waste collection and disposal service,2911,Solid Waste Collection Services
D291130,Rubbish and waste removal,2911,Solid Waste Collection Services
D291135,Solid waste collection service,2911,Solid Waste Collection Services
D291140,"Toilet, portable, hiring",2911,Solid Waste Collection Services
D291903,Hazardous waste (except solid) collection service,2919,Other Waste Collection Services
D291907,Industrial waste (except solid) collection service,2919,Other Waste Collection Services
D291910,Septic tank service,2919,Other Waste Collection Services
D291920,Used oil collection service,2919,Other Waste Collection Services
D291930,Waste collection service nec,2919,Other Waste Collection Services
D292110,Garbage disposal service,2921,Waste Treatment and Disposal Services
D292115,Hazardous waste treatment or disposal service,2921,Waste Treatment and Disposal Services
D292120,Rubbish dump or tip operation,2921,Waste Treatment and Disposal Services
D292130,Sanitary disposal service,2921,Waste Treatment and Disposal Services
D292140,Waste disposal service,2921,Waste Treatment and Disposal Services
D292210,Asbestos removal service,2922,Waste Remediation and Materials Recovery Services
D292213,E-waste collection and material recovery,2922,Waste Remediation and Materials Recovery Services
D292215,Hazardous material removal,2922,Waste Remediation and Materials Recovery Services
D292217,Materials recovery station operation nec,2922,Waste Remediation and Materials Recovery Services
D292220,"Recycling of glass, plastic bottles, etc - collecting, sorting, dealing, wholesaling",2922,Waste Remediation and Materials Recovery Services
D292230,"Recycling of other non-metal waste and scrap - collecting, sorting, dealing, wholesaling",2922,Waste Remediation and Materials Recovery Services
D292240,Toxic material abatement,2922,Waste Remediation and Materials Recovery Services
D292250,Waste remediation,2922,Waste Remediation and Materials Recovery Services
E301110,"Assembly, erection or installation of prefabricated domestic sheds, garages or carports",3011,House Construction
E301120,"Building, house construction",3011,House Construction
E301130,"House construction, alteration, renovation or general repair",3011,House Construction
E301140,"House prefabricated - assembly, erection or installation",3011,House Construction
E301910,"Building, residential - flats, units, apartments, etc (excluding houses)",3019,Other Residential Building Construction
E301920,Repair (general) or renovation of residential buildings nec,3019,Other Residential Building Construction
E302010,"Building, non-residential construction - commercial buildings, hotels, etc",3020,Non-Residential Building Construction
E302020,Repair (general) or renovation of non residential buildings nec,3020,Non-Residential Building Construction
E310110,Aerodrome runway construction,3101,Road and Bridge Construction
E310120,Asphalt surfacing,3101,Road and Bridge Construction
E310130,Bridge construction or repair,3101,Road and Bridge Construction
E310140,Civil engineering - road or bridge construction,3101,Road and Bridge Construction
E310150,Parking lot construction - except buildings,3101,Road and Bridge Construction
E310160,Paving material - hot mix bitumen,3101,Road and Bridge Construction
E310170,"Road construction, repair or sealing",3101,Road and Bridge Construction
E310903,Cable laying,3109,Other Heavy and Civil Engineering Construction
E310904,"Distribution line, electricity or communication, construction and maintenance",3109,Other Heavy and Civil Engineering Construction
E310907,Canal construction,3109,Other Heavy and Civil Engineering Construction
E310908,Water reticulation construction and maintenance,3109,Other Heavy and Civil Engineering Construction
E310910,Civil engineering - non building construction nec,3109,Other Heavy and Civil Engineering Construction
E310913,Dam construction,3109,Other Heavy and Civil Engineering Construction
E310917,Dredging - harbours or rivers,3109,Other Heavy and Civil Engineering Construction
E310920,"Electrical machinery, heavy, installation - on- site assembly",3109,Other Heavy and Civil Engineering Construction
E310923,Furnace construction - for industrial plants from prefabricated components,3109,Other Heavy and Civil Engineering Construction
E310927,Golf course construction,3109,Other Heavy and Civil Engineering Construction
E310930,Harbour work construction - except buildings,3109,Other Heavy and Civil Engineering Construction
E310933,Heavy machinery installation,3109,Other Heavy and Civil Engineering Construction
E310937,Irrigation system construction,3109,Other Heavy and Civil Engineering Construction
E310940,Jetty construction,3109,Other Heavy and Civil Engineering Construction
E310943,Mine site construction nec,3109,Other Heavy and Civil Engineering Construction
E310947,Non-building construction nec,3109,Other Heavy and Civil Engineering Construction
E310950,Utility pipeline construction and maintenance - except special trade repair service,3109,Other Heavy and Civil Engineering Construction
E310953,Sewerage or stormwater drainage network construction or maintenance,3109,Other Heavy and Civil Engineering Construction
E310957,Sports field construction,3109,Other Heavy and Civil Engineering Construction
E310960,Swimming pool construction - concrete or fibre glass - below ground,3109,Other Heavy and Civil Engineering Construction
E310963,Transmission tower construction and maintenance,3109,Other Heavy and Civil Engineering Construction
E310967,Tunnel construction,3109,Other Heavy and Civil Engineering Construction
E310970,Utility network construction and maintenance services,3109,Other Heavy and Civil Engineering Construction
E310973,Water tank construction - except structural steel,3109,Other Heavy and Civil Engineering Construction
E310980,Communications network construction and maintenance services,3109,Other Heavy and Civil Engineering Construction
E321110,Land development or subdivision (excluding buildings construction),3211,Land Development and Subdivision
E321120,Land development or subdivision (excluding construction),3211,Land Development and Subdivision
E321210,Blasting services - site preparation,3212,Site Preparation Services
E321220,Demolition of buildings or other structures,3212,Site Preparation Services
E321225,Earthmoving plant and equipment hiring with operator,3212,Site Preparation Services
E321230,Earthmoving services,3212,Site Preparation Services
